City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,yamada,39.4667,141.95,21.23,92,100,2.77,JP,1690136590
278,dvurechensk,56.5982,61.0953,14.21,75,73,2.9,RU,1690136590
279,gaiman,-43.2897,-65.4929,7.09,43,6,4.12,AR,1690136591
280,kapa'a,22.0752,-159.319,26.18,88,100,6.69,US,1690136591
281,sinazongwe,-17.2614,27.4618,20.8,50,0,1.2,ZM,1690136591
282,puerto princesa,9.7392,118.7353,26.99,78,40,4.12,PH,1690136591
283,kyshtovka,56.555,76.6271,17.4,75,96,2.34,RU,1690136591
284,barrouallie,13.2333,-61.2667,29.79,70,40,5.66,VC,1690136592
285,carbonear,47.7332,-53.2148,27.91,90,88,1.15,CA,1690136592
286,keflavik,64.0049,-22.5624,13.95,88,75,4.12,IS,1690136392
287,pisco,-13.7,-76.2167,22.03,68,100,3.09,PE,1690136592
288,polyarnyy,69.1989,33.4478,9.22,86,99,6.3,RU,1690136592
289,new norfolk,-42.7826,147.0587,9.84,87,95,1.66,AU,1690136593
290,altay,47.8667,88.1167,18.35,26,11,2.15,CN,1690136593
291,queenstown,-31.8976,26.8753,8.66,52,43,2.01,ZA,1690136230
292,invercargill,-46.4,168.35,8.11,93,93,0.99,NZ,1690136593
293,zhezqazghan,47.7833,67.7667,30.42,25,51,5.87,KZ,1690136593
294,port alfred,-33.5906,26.891,13.43,83,52,2.68,ZA,1690136593
295,gannan,47.9147,123.5031,16.5,94,100,8.06,CN,1690136594
296,tommot,58.9564,126.2925,15.83,92,49,0.61,RU,1690136594
297,sao bento,-6.2833,-37.75,32.57,29,37,4.85,BR,1690136594
298,kalemie,-5.9475,29.1947,23.12,62,5,0.75,CD,1690136594
299,san antonio oeste,-40.7319,-64.9477,8.33,51,30,6.6,AR,1690136594
300,hepo,23.4308,115.8299,25.67,96,100,0.67,CN,1690136595
301,dubbo,-32.25,148.6167,4.07,93,1,4.63,AU,1690136595
302,port lincoln,-34.7333,135.8667,12.63,74,100,3.05,AU,1690136595
303,veracruz,19.3333,-96.6667,26.59,76,96,0.98,MX,1690136595
304,wotho,10.1657,166.0102,28.6,70,76,8.46,MH,1690136595
305,hamilton,39.1834,-84.5333,30.99,51,40,3.6,US,1690136596
306,quetigny,47.3167,5.1167,28.81,44,0,1.03,FR,1690136596
307,hrubieszow,50.805,23.8925,20.16,60,72,3.4,PL,1690136402
308,kamaishi,39.2667,141.8833,21.2,90,100,3.72,JP,1690136596
309,harlan,41.653,-95.3255,30.86,40,6,3.72,US,1690136596
310,fort st. john,56.2499,-120.8529,17.94,52,75,5.14,CA,1690136596
311,heniches'k,46.1759,34.8034,25.63,46,68,6.53,UA,1690136597
312,petropavlovsk-kamchatsky,53.0452,158.6483,15.33,77,40,4.0,RU,1690136597
313,new plymouth,-39.0667,174.0833,10.45,84,89,2.13,NZ,1690136597
314,semnan,35.5729,53.3971,31.41,20,22,0.85,IR,1690136597
315,ocean city,39.2776,-74.5746,31.77,53,3,4.25,US,1690136597
316,abepura,-2.6333,140.5833,23.45,88,20,1.03,ID,1690136598
317,peterhead,57.5058,-1.7981,13.22,81,69,8.06,GB,1690136598
318,caucete,-31.6518,-68.2811,16.1,36,38,3.31,AR,1690136598
319,padang,-0.9492,100.3543,24.03,80,100,0.61,ID,1690136456
320,naranjito,-2.2167,-79.4833,27.82,51,55,1.09,EC,1690136598
321,griffith,41.5284,-87.4237,28.92,59,0,2.06,US,1690136599
322,taichung,24.1469,120.6839,28.05,83,40,1.03,TW,1690136599
323,egilsstadir,65.2653,-14.3948,8.95,93,100,4.12,IS,1690136599
324,dalandzadgad,43.5708,104.425,21.85,54,0,2.21,MN,1690136599
325,saint-pierre,-21.3393,55.4781,21.43,73,0,3.09,RE,1690136600
326,pionerskiy,54.9508,20.2275,16.91,83,100,4.33,RU,1690136394
327,salalah,17.0151,54.0924,26.05,94,100,2.57,OM,1690136600
328,burang,30.25,81.1667,10.74,83,100,2.0,CN,1690136600
329,portland,45.5234,-122.6762,27.01,50,20,3.6,US,1690136600
330,nuku'alofa,-21.1333,-175.2,22.19,73,20,3.09,TO,1690136601
331,antofagasta,-23.65,-70.4,18.6,70,40,3.22,CL,1690136224
332,ismayilli,40.779,48.1638,25.4,43,0,1.76,AZ,1690136601
333,el calafate,-50.3408,-72.2768,-2.5,71,0,0.4,AR,1690136601
334,vilyuysk,63.7553,121.6247,18.74,74,76,2.49,RU,1690136601
335,horta,38.5333,-28.6333,25.8,65,40,6.69,PT,1690136601
336,laguna,38.421,-121.4238,36.63,41,0,3.6,US,1690136602
337,chegdomyn,51.1167,133.0167,16.4,97,100,0.29,RU,1690136602
338,kedrovyy,56.1667,91.8167,17.23,90,94,1.84,RU,1690136527
339,nabire,-3.3667,135.4833,23.5,91,85,2.67,ID,1690136602
340,mejit,10.2753,170.8646,28.35,79,87,8.35,MH,1690136602
341,alice springs,-23.7,133.8833,2.75,81,0,3.09,AU,1690136602
342,ketchikan,55.3422,-131.6461,16.26,82,75,2.57,US,1690136603
343,decazeville,44.5605,2.2509,32.38,53,82,1.63,FR,1690136603
344,robore,-18.3333,-59.75,34.1,20,0,4.25,BO,1690136603
345,guerrero negro,27.9769,-114.0611,25.27,55,6,4.5,MX,1690136603
346,glazunovka,52.4986,36.3275,14.64,84,54,3.28,RU,1690136603
347,bollnas,61.3482,16.3946,17.03,75,71,0.75,SE,1690136514
348,baruun-urt,46.6806,113.2792,16.15,60,70,0.93,MN,1690136604
349,manali,13.1667,80.2667,28.05,87,100,5.93,IN,1690136497
350,bang saphan,11.2126,99.5117,24.17,90,100,2.13,TH,1690136604
351,timbuktu,16.7735,-3.0074,35.98,34,43,5.41,ML,1690136604
352,horki,54.2861,30.9842,14.34,76,93,3.67,BY,1690136604
353,bikenibeu village,1.3673,173.1241,26.98,89,40,2.06,KI,1690136605
354,santa ana,33.7456,-117.8678,31.86,70,75,2.06,US,1690136605
355,elliot lake,46.3834,-82.6331,24.93,43,100,4.06,CA,1690136605
356,odda,60.0691,6.5457,16.2,68,99,0.87,NO,1690136605
357,argo,37.6333,22.7333,35.44,31,0,1.11,GR,1690136605
358,divnogorsk,55.9594,92.3619,18.27,90,95,1.76,RU,1690136605
359,kem',64.9555,34.5793,9.57,96,100,4.71,RU,1690136606
360,hirara,24.8,125.2833,27.92,89,65,2.06,JP,1690136606
361,ramban,33.25,75.25,21.86,83,37,1.03,IN,1690136606
362,calama,-22.4667,-68.9333,25.27,6,0,8.23,CL,1690136362
363,morant bay,17.8815,-76.4093,34.84,69,12,6.42,JM,1690136606
364,patterson,37.4716,-121.1297,36.68,12,88,0.54,US,1690136607
365,ilhabela,-23.7781,-45.3581,23.45,58,0,1.05,BR,1690136607
366,gaspe,48.8334,-64.4819,26.12,73,40,3.6,CA,1690136607
367,caratinga,-19.7897,-42.1392,23.39,61,83,3.2,BR,1690136607
368,bandarbeyla,9.4942,50.8122,24.37,78,85,14.84,SO,1690136607
369,huangpi,30.8845,114.3779,30.06,84,20,2.0,CN,1690136607
370,tawau,4.2498,117.8871,25.07,88,81,1.14,MY,1690136608
371,dhidhdhoo,6.8833,73.1,27.94,82,89,6.25,MV,1690136608
372,ponta delgada,37.7333,-25.6667,24.4,69,40,4.63,PT,1690136535
373,luderitz,-26.6481,15.1594,15.22,48,92,7.87,NA,1690136608
374,inarajan village,13.2736,144.7484,28.54,90,91,5.39,GU,1690136608
375,stolin,51.8912,26.846,17.88,67,76,3.18,BY,1690136608
376,san sebastian de la gomera,28.0916,-17.1133,27.99,65,0,4.12,ES,1690136609
377,arraial do cabo,-22.9661,-42.0278,24.92,69,40,9.26,BR,1690136609
378,taulaga,-11.0553,-171.0883,28.15,74,1,3.88,AS,1690136609
379,kutum,14.2,24.6667,31.96,26,8,4.11,SD,1690136609
380,kashgar,39.4547,75.9797,25.56,47,20,3.0,CN,1690136609
381,camayenne,9.535,-13.6878,26.05,94,75,3.09,GN,1690136609
382,puerto cabezas,14.0351,-83.3888,30.98,79,75,4.12,NI,1690136610
383,tura,25.5198,90.2201,24.42,94,99,1.46,IN,1690136610
384,york,40.1254,-77.0,30.55,44,20,2.06,US,1690136041
385,bac lieu,9.285,105.7244,25.63,89,96,3.38,VN,1690136610
386,srivardhan,18.0333,73.0167,26.52,90,100,7.45,IN,1690136610
387,viana,-20.3903,-40.4961,23.87,90,91,1.79,BR,1690136529
388,tongren,27.7172,109.1853,24.9,95,19,1.29,CN,1690136611
389,pasni,25.2631,63.471,27.34,90,100,10.99,PK,1690136611
390,howrah,22.5892,88.3103,28.0,94,40,1.54,IN,1690136611
391,elizabethton,36.3487,-82.2107,31.23,61,40,2.57,US,1690136611
392,saldanha,-33.0117,17.9442,8.03,77,29,4.87,ZA,1690136611
393,antalaha,-14.9003,50.2788,22.05,80,92,3.34,MG,1690136611
394,praia,14.9215,-23.5087,29.3,58,40,6.69,CV,1690136114
395,hakui,36.8833,136.7833,26.74,79,92,1.54,JP,1690136612
396,energetik,51.7445,58.7934,18.56,56,97,3.32,RU,1690136612
397,sao felix do xingu,-6.6447,-51.995,35.62,21,91,1.35,BR,1690136612
398,touros,-5.1989,-35.4608,28.92,58,50,8.81,BR,1690136314
399,zouerate,22.7187,-12.4521,38.55,15,0,5.61,MR,1690136612
400,castillos,-34.1667,-53.8333,16.87,45,43,4.98,UY,1690136613
401,mokrous,51.2333,47.5167,16.82,88,100,3.17,RU,1690136613
402,itoman,26.1247,127.6694,29.43,81,40,5.14,JP,1690136613
403,lucapa,-8.4192,20.7447,24.77,25,18,1.05,AO,1690136613
404,xai-xai,-25.0519,33.6442,19.81,53,49,3.35,MZ,1690136613
405,hotan,37.0997,79.9269,30.86,25,99,3.37,CN,1690136613
406,vila velha,-20.3297,-40.2925,23.97,84,40,6.17,BR,1690136614
407,arar,30.9753,41.0381,38.01,6,0,4.12,SA,1690136614
408,coari,-4.085,-63.1414,35.89,30,33,0.81,BR,1690136458
409,tabou,4.423,-7.3528,25.73,80,75,4.44,CI,1690136614
410,boda,4.3189,17.4695,22.96,90,96,1.9,CF,1690136614
411,sisimiut,66.9395,-53.6735,7.14,88,96,2.1,GL,1690136615
412,mhamid,29.82,-5.72,43.26,5,1,1.3,MA,1690136615
413,kifri,34.6959,44.9661,39.65,9,0,4.4,IQ,1690136615
414,peace river,56.2501,-117.286,21.17,52,20,3.09,CA,1690136615
415,araruna,-6.5583,-35.7417,26.22,50,68,6.72,BR,1690136615
416,harper,4.375,-7.7169,25.93,79,80,4.66,LR,1690136615
417,hercules,38.0171,-122.2886,34.76,60,100,1.79,US,1690136616
418,kahror pakka,29.6238,71.9167,35.17,48,55,4.21,PK,1690136616
419,isangel,-19.55,169.2667,19.99,70,21,3.99,VU,1690136616
420,alvaraes,-3.2208,-64.8042,31.93,34,14,1.7,BR,1690136616
421,praya,14.9215,-23.5087,29.3,58,40,6.69,CV,1690136616
422,khandyga,62.6667,135.6,13.83,93,6,1.34,RU,1690136616
423,posto fiscal rolim de moura,-13.0833,-62.2667,37.12,18,0,1.03,BR,1690136617
424,tirhanimine,35.2362,-3.9545,25.94,65,40,1.54,MA,1690136617
425,la passe,45.5549,-0.8967,24.13,73,100,3.68,FR,1690136617
426,tazovsky,67.4667,78.7,16.5,81,88,3.45,RU,1690136617
427,northam,51.0333,-4.2167,18.55,89,59,5.25,GB,1690136618
428,kerikeri,-35.2268,173.9474,10.02,91,53,3.29,NZ,1690136618
429,yelizovo,53.1873,158.3805,16.08,77,40,4.02,RU,1690136618
430,broome,42.2506,-75.833,29.45,50,40,2.68,US,1690136618
431,totness,5.8833,-56.3167,29.43,66,19,3.05,SR,1690136618
432,bardai,11.65,7.2333,20.79,92,100,9.04,NG,1690136618
433,kingston,17.997,-76.7936,34.58,68,20,11.83,JM,1690136619
434,chibougamau,49.9168,-74.3659,24.79,29,0,3.22,CA,1690136619
435,pangai,-19.8,-174.35,23.06,78,20,6.17,TO,1690136619
436,al majaridah,19.1236,41.9111,34.03,32,68,1.5,SA,1690136619
437,tame,6.461,-71.73,28.63,69,52,2.1,CO,1690136619
438,lata,40.1629,-8.3327,21.71,58,49,4.94,PT,1690136620
439,yungay,-9.1383,-77.7436,23.1,18,0,2.29,PE,1690136620
440,ust'-kulom,61.6864,53.6902,14.1,84,74,2.11,RU,1690136620
441,laayoune,27.1622,-13.2032,27.19,61,0,11.32,EH,1690136462
442,slave lake,55.2834,-114.769,19.99,77,40,3.09,CA,1690136527
443,seguela,7.9611,-6.6731,24.55,89,91,1.04,CI,1690136620
444,jand,33.4299,72.0193,33.3,52,86,0.53,PK,1690136621
445,prado,-17.3411,-39.2208,22.59,88,56,5.98,BR,1690136621
446,kudymkar,59.0173,54.656,13.04,86,30,1.81,RU,1690136513
447,ndjole,-0.1783,10.7649,28.22,62,84,2.01,GA,1690136621
448,dong ha,16.8163,107.1003,25.6,90,42,0.88,VN,1690136621
449,misratah,32.3754,15.0925,31.75,49,0,4.38,LY,1690136621
450,noshiro,40.2039,140.0242,21.96,83,100,2.25,JP,1690136358
451,colares,38.7992,-9.4469,24.82,68,20,11.32,PT,1690136622
452,mpraeso,6.5932,-0.7346,20.22,99,100,1.16,GH,1690136622
453,nikol'sk,53.7189,46.0712,15.54,88,100,2.75,RU,1690136622
454,den burg,53.0542,4.7972,20.0,80,100,9.26,NL,1690136435
455,alofi,-19.0595,-169.9187,22.94,83,31,6.17,NU,1690136622
456,puerto lempira,15.2667,-83.7667,33.08,62,40,4.63,HN,1690136496
457,panjakent,39.4952,67.6093,26.55,28,18,2.39,TJ,1690136623
458,shevchenko,48.5,35.0,20.99,52,85,4.05,UA,1690136623
459,lionel town,17.8101,-77.2406,32.94,59,2,7.09,JM,1690136623
460,kavieng,-2.5744,150.7967,27.68,79,86,6.55,PG,1690136624
461,ciudad madero,22.2667,-97.8333,30.03,74,75,3.09,MX,1690136624
462,barah,13.7,30.3667,34.64,32,59,3.15,SD,1690136624
463,lagoa,39.05,-27.9833,22.09,83,20,4.85,PT,1690136624
464,waslala,13.2333,-85.3833,27.75,78,72,3.24,NI,1690136624
465,auki,-8.7676,160.7034,24.22,92,94,2.84,SB,1690136625
466,kaspiyskiy,45.3929,47.3707,27.64,65,8,3.82,RU,1690136387
467,bichura,50.5881,107.6022,17.15,79,92,1.18,RU,1690136625
468,dul'durga,50.6761,113.5931,12.49,83,7,0.92,RU,1690136625
469,sihanoukville,10.6093,103.5296,24.97,94,75,1.03,KH,1690136625
470,takoradi,4.8845,-1.7554,24.9,85,85,3.23,GH,1690136626
471,avrig,45.7167,24.3833,22.56,67,9,1.91,RO,1690136626
472,harran,36.86,39.0314,36.33,13,0,4.45,TR,1690136459
473,seaside,36.6111,-121.8516,24.35,78,0,4.02,US,1690136626
474,strelka,58.0728,93.0344,16.39,97,86,0.82,RU,1690136626
475,marshall,34.3834,-86.3333,30.77,58,40,1.54,US,1690136626
476,pangyan,5.7008,125.2811,25.85,90,100,3.94,PH,1690136627
477,murghob,38.1702,73.9667,14.73,43,80,2.96,TJ,1690136627
478,itaituba,-4.2761,-55.9836,36.09,38,20,2.57,BR,1690136627
479,san luis de la loma,17.2706,-100.8939,32.5,53,32,3.41,MX,1690136627
480,flin flon,54.7682,-101.865,20.91,46,20,0.0,CA,1690136627
481,sarangani,5.4033,125.4636,27.48,81,100,6.92,PH,1690136627
482,kourou,5.1552,-52.6478,32.03,75,26,3.54,GF,1690136628
483,klaksvik,62.2266,-6.589,8.51,82,100,6.96,FO,1690136628
484,broken hill,-31.95,141.4333,5.6,84,4,5.25,AU,1690136628
485,esmeraldas,-19.7625,-44.3139,23.48,48,33,4.24,BR,1690136628
486,lucea,18.451,-78.1736,31.92,75,11,7.21,JM,1690136628
487,shakhun'ya,57.6758,46.6114,16.41,76,96,2.64,RU,1690136629
488,noumea,-22.2763,166.4572,19.44,99,4,2.19,NC,1690136629
489,tharangambadi,11.0319,79.8528,27.39,75,100,7.48,IN,1690136629
490,nikel,69.4128,30.222,8.1,77,44,6.51,RU,1690136629
491,moussoro,13.6408,16.4901,31.65,50,95,2.15,TD,1690136629
492,juba,4.8517,31.5825,26.28,52,58,0.54,SS,1690136629
493,isiro,2.7739,27.616,23.6,60,81,0.64,CD,1690136630
494,tsaratanana,-16.7833,47.65,19.72,72,8,3.05,MG,1690136630
495,reggane,26.7158,0.1714,43.24,12,60,5.46,DZ,1690136630
496,newman,37.3138,-121.0208,37.19,11,88,0.91,US,1690136630
497,pangkalpinang,-2.1333,106.1333,25.49,83,16,2.92,ID,1690136630
498,lautoka,-17.6167,177.4667,21.92,83,75,2.57,FJ,1690136630
499,kudahuvadhoo,2.6708,72.8944,28.68,73,32,2.82,MV,1690136631
500,grand-bassam,5.2118,-3.7388,25.98,86,98,2.75,CI,1690136631
501,anloga,5.7947,0.8973,24.6,88,100,4.86,GH,1690136542
502,blenheim,-41.516,173.9528,9.69,85,100,2.31,NZ,1690136631
503,palmer,42.1584,-72.3287,30.08,38,20,1.54,US,1690136631
504,mijdrecht,52.2067,4.8625,21.68,69,20,8.75,NL,1690136384
505,bousso,10.4795,16.7117,26.21,77,100,2.24,TD,1690136632
506,puerto ayacucho,5.6639,-67.6236,26.82,83,92,2.36,VE,1690136632
507,brigantine,39.4101,-74.3646,31.78,58,20,4.12,US,1690136632
508,al burayqah,30.4062,19.5739,28.41,73,0,8.39,LY,1690136604
509,beppu,33.2736,131.4919,25.27,96,100,1.02,JP,1690136632
510,zhumysker,49.3333,49.4,26.22,41,77,3.05,KZ,1690136633
511,klyuchi,52.2667,79.1667,19.02,72,99,2.84,RU,1690136633
512,barcelos,41.5388,-8.6151,22.73,75,97,3.49,PT,1690136633
513,seosan,36.7817,126.4522,23.4,99,94,2.99,KR,1690136524
514,ust'-kut,56.7938,105.7672,16.99,72,36,0.73,RU,1690136633
515,gornozavodsk,58.3758,58.3211,15.01,76,87,0.98,RU,1690136633
516,prince george,53.9166,-122.753,18.47,70,0,5.14,CA,1690136449
517,illizi,26.4833,8.4667,41.89,8,0,9.57,DZ,1690136634
518,brookings,44.3114,-96.7984,28.19,60,10,0.81,US,1690136634
519,bonthe,7.5264,-12.505,26.19,84,100,4.02,SL,1690136634
520,mar del plata,-38.0023,-57.5575,11.08,80,40,7.15,AR,1690136634
521,ad dabbah,18.05,30.95,36.82,11,34,4.45,SD,1690136635
522,sol'-iletsk,51.1631,54.9918,20.03,45,83,1.61,RU,1690136635
523,warrenton,-28.114,24.8475,15.51,19,100,4.39,ZA,1690136635
524,rio preto da eva,-2.6994,-59.6997,36.51,28,43,2.25,BR,1690136635
525,krasnokamsk,58.0802,55.7541,17.09,84,62,2.18,RU,1690136635
526,port moresby,-9.4431,147.1797,23.06,76,95,3.41,PG,1690136412
527,jilib,0.4883,42.7854,24.2,81,98,4.53,SO,1690136636
528,acarau,-2.8856,-40.12,30.31,57,40,8.6,BR,1690136636
529,tual,-5.6667,132.75,25.4,76,64,11.01,ID,1690136636
530,butte,39.6499,-121.5677,34.45,33,0,2.57,US,1690136636
531,igarka,67.4667,86.5833,16.44,89,29,2.07,RU,1690136636
532,cacheu,12.2706,-16.1658,30.05,71,88,4.95,GW,1690136636
533,selfoss,63.9331,-20.9971,15.58,67,100,4.25,IS,1690136637
534,shambu,9.5667,37.1,11.6,92,95,0.56,ET,1690136637
535,oranjemund,-28.55,16.4333,12.62,84,88,5.67,NA,1690136637
536,uige,-7.6087,15.0613,25.08,28,19,0.31,AO,1690136637
537,oyama,36.3,139.8,24.8,66,91,1.33,JP,1690136637
538,grojec,51.8625,20.8676,24.63,44,99,4.37,PL,1690136637
539,noyabrsk,63.1994,75.4507,20.13,59,100,1.52,RU,1690136638
540,rodna,47.4167,24.8167,17.99,77,19,0.85,RO,1690136638
541,boguchany,58.3814,97.4531,17.55,70,39,1.36,RU,1690136638
542,malango,-2.9627,119.9001,18.55,99,60,0.24,ID,1690136638
543,undurkhaan,47.3194,110.6556,15.28,70,69,1.55,MN,1690136638
544,mando,10.7167,6.5667,24.81,86,96,2.17,NG,1690136638
545,kilifi,-3.6305,39.8499,24.26,83,16,6.27,KE,1690136639
546,belmonte,-15.8631,-38.8828,24.28,77,15,5.32,BR,1690136639
547,al 'aziziyah,32.9058,45.0616,39.43,7,1,5.1,IQ,1690136551
548,kailua-kona,19.6406,-155.9956,29.77,77,0,3.09,US,1690136639
549,bathurst,-33.4166,149.5806,3.79,95,2,1.91,AU,1690136639
550,alo,7.4178,6.7371,24.87,92,93,2.36,NG,1690136640
551,ulladulla,-35.35,150.4667,9.72,87,53,3.73,AU,1690136640
552,mahina,-17.5065,-149.489,23.87,73,20,1.54,PF,1690136640
553,kuta,-8.7233,115.1723,25.0,88,20,5.81,ID,1690136640
554,beyneu,45.3167,55.2,33.13,27,10,5.08,KZ,1690136641
555,colachel,8.1667,77.25,25.72,82,96,5.28,IN,1690136641
556,el obeid,13.1842,30.2167,32.84,37,69,3.75,SD,1690136641
557,shache,38.4167,77.2406,30.95,27,57,4.5,CN,1690136641
